id,ast,blk,dreb,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,ft_pct,fta,ftm,min,oreb,pf,pts,reb,stl,turnover,game_id,player_id,team_id
12068859,3,0,2,0.222,9,2,0.429,21,9,1.0,6,6,37,1,3,26,3,2,1,857369,464,14
12068860,6,2,8,0.25,8,2,0.412,17,7,0.667,6,4,37,2,3,20,10,1,2,857369,237,14
12068861,0,0,6,0.5,4,2,0.563,16,9,0.714,7,5,32,2,2,25,8,2,2,857369,117,14
12068862,1,2,1,0.167,6,1,0.143,7,1,1.0,2,2,33,1,4,5,2,2,2,857369,45,14
12068863,4,0,3,0.0,6,0,0.0,11,0,1.0,2,2,27,0,3,2,3,5,1,857369,472,14
12068864,2,0,2,0.0,1,0,0.5,2,1,1.0,2,2,22,2,5,4,4,0,0,857369,17553995,14
12068865,3,0,4,0.25,4,1,0.429,7,3,1.0,1,1,22,0,2,8,4,1,1,857369,666925,14
12068866,2,1,2,0.0,4,0,0.0,7,0,0.0,0,0,11,0,1,0,2,0,1,857369,50927,14
12068867,0,0,1,0.5,2,1,0.5,4,2,0.0,0,0,13,0,1,5,1,0,0,857369,17896017,14
12068868,2,0,1,0.0,1,0,0.5,2,1,0.0,0,0,07,0,0,2,1,0,0,857369,248,14
12068869,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857369,38017697,14
12068870,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857369,166,14
12068871,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857369,38017656,14
12068872,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857369,68,14
12068873,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857369,74,14
12068874,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857369,409,14
12068875,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857369,38017736,14
12068876,4,0,9,0.286,7,2,0.333,12,4,0.833,6,5,36,1,5,15,10,2,5,857369,172,13
12068877,1,0,3,0.333,3,1,0.556,9,5,1.0,3,3,23,1,2,14,4,1,1,857369,328,13
12068878,1,5,11,,0,0,1.0,6,6,0.5,4,2,35,6,2,14,17,0,5,857369,493,13
12068879,0,0,4,0.333,3,1,0.25,8,2,0.571,7,4,22,0,3,9,4,1,4,857369,380,13
12068880,4,0,1,0.333,3,1,0.333,9,3,0.5,2,1,23,0,0,8,1,1,2,857369,236,13
12068881,3,0,4,0.0,4,0,0.467,15,7,0.333,3,1,25,0,3,15,4,1,3,857369,467,13
12068882,1,0,1,1.0,3,3,0.667,6,4,,0,0,24,0,3,11,1,0,0,857369,254,13
12068883,2,2,4,0.0,2,0,0.0,3,0,1.0,2,2,15,0,2,2,4,0,0,857369,108,13
12068892,2,2,9,0.25,4,1,0.4,10,4,0.0,0,0,33,1,2,9,10,1,1,857370,200,23
12068893,1,1,1,0.5,2,1,0.333,3,1,1.0,2,2,39,4,4,5,5,2,1,857370,450,23
12068894,3,1,11,0.333,3,1,0.286,21,6,0.667,3,2,36,1,2,15,12,0,4,857370,145,23
12068895,0,0,2,0.0,3,0,0.462,13,6,0.75,4,3,34,0,3,15,2,0,1,857370,3547254,23
12068896,9,1,8,0.143,7,1,0.542,24,13,1.0,4,4,40,0,2,31,8,2,2,857370,192,23
12068897,0,0,1,0.0,1,0,0.0,1,0,0.0,0,0,08,0,0,0,1,0,0,857370,344,23
12068898,0,0,2,0.5,2,1,0.571,7,4,,0,0,20,0,0,9,2,1,0,857370,313,23
12068899,2,0,3,0.0,2,0,0.5,4,2,0.0,0,0,21,0,0,4,3,0,1,857370,2175,23
12068900,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,05,0,1,0,1,0,0,857370,3547270,23
12068901,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,03,0,0,0,0,0,0,857370,194,23
12068902,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,01,0,0,0,0,0,0,857370,666923,23
12068903,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857370,260,23
12068904,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857370,320,23
12068905,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857370,17896025,23
12068906,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857370,38017649,23
12068907,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857370,38017678,23
12068908,4,0,3,0.333,6,2,0.3,10,3,0.8,5,4,32,0,1,12,3,0,3,857370,8,17
12068909,8,3,13,0.333,3,1,0.563,16,9,0.4,5,2,36,0,4,21,13,1,1,857370,15,17
12068910,1,2,3,0.333,12,4,0.375,16,6,0.5,2,1,31,1,2,17,4,0,0,857370,283,17
12068912,8,0,3,0.0,6,0,0.133,15,2,1.0,2,2,36,1,1,6,4,2,1,857370,214,17
12068913,0,0,9,0.25,4,1,0.5,10,5,0.0,0,0,23,1,1,11,10,0,1,857370,377,17
12068914,0,0,1,0.0,0,0,1.0,2,2,0.0,0,0,20,0,2,4,1,0,2,857370,211,17
12068915,0,0,3,0.5,4,2,0.4,5,2,0.0,0,0,16,0,1,6,3,0,0,857370,3547207,17
12068916,2,1,2,0.5,4,2,0.5,6,3,0.0,0,0,20,3,1,8,5,0,0,857370,301,17
12068917,0,0,1,0.0,1,0,0.0,1,0,0.0,0,0,04,0,1,0,1,0,1,857370,223,17
12068926,2,2,4,0.5,2,1,0.429,7,3,0.25,4,1,40,0,1,8,4,0,1,857381,182,25
12068927,2,1,13,0.0,1,0,0.6,10,6,0.889,9,8,35,4,4,20,17,1,3,857381,349,25
12068928,3,0,1,0.25,8,2,0.294,17,5,1.0,4,4,42,2,2,16,3,1,4,857381,419,25
12068929,3,1,6,0.417,12,5,0.48,25,12,1.0,12,12,43,1,2,41,7,0,4,857381,278,25
12068930,1,1,1,0.0,2,0,0.25,4,1,1.0,2,2,24,1,2,4,2,2,2,857381,485,25
12068931,0,0,4,,0,0,0.667,3,2,1.0,1,1,16,1,0,5,5,1,2,857381,147,25
12068932,0,0,2,0.0,1,0,0.0,2,0,0.0,0,0,12,0,4,0,2,0,1,857381,38017690,25
12068933,0,0,0,1.0,1,1,0.8,5,4,0.0,0,0,13,1,1,9,1,1,0,857381,666729,25
12068934,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857381,17896028,25
12068935,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857381,17896041,25
12068936,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857381,38017711,25
12068937,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857381,38124126,25
12068938,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857381,2189,25
12068939,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857381,24572055,25
12068940,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857381,17896058,25
12068941,6,0,5,0.0,0,0,0.6,10,6,0.5,2,1,38,2,4,13,7,1,3,857381,61,24
12068942,2,0,2,0.167,6,1,0.222,9,2,,0,0,23,1,1,5,3,2,2,857381,666679,24
12068943,3,1,5,1.0,1,1,0.545,22,12,0.333,3,1,38,1,5,26,6,1,4,857381,22,24
12068944,3,0,5,0.429,7,3,0.478,23,11,0.889,9,8,44,0,1,33,5,1,2,857381,57,24
12068947,1,0,2,0.333,3,1,0.333,3,1,1.0,2,2,17,0,2,5,2,0,2,857381,368,24
12068948,0,0,2,0.5,2,1,0.4,5,2,0.5,2,1,14,2,4,6,4,0,1,857381,19465326,24
12068949,3,0,4,0.5,4,2,0.333,6,2,0.667,3,2,31,2,5,8,6,2,0,857381,272,24
12068950,0,0,2,0.0,0,0,0.5,2,1,0.0,0,0,14,1,2,2,3,1,0,857381,356,24
12068951,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,01,0,0,0,0,0,0,857381,48,24
12068952,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857381,407,24
12068957,4,1,10,1.0,2,2,0.5,4,2,0.0,0,0,23,0,5,6,10,1,1,857374,3547242,30
12068958,2,0,5,0.5,8,4,0.5,16,8,0.857,7,6,34,1,1,26,6,0,1,857374,265,30
12068959,2,2,3,0.4,5,2,0.462,13,6,,0,0,29,0,6,14,3,1,1,857374,378,30
12068960,8,2,1,0.5,2,1,0.643,14,9,,0,0,37,0,2,19,1,0,5,857374,37,30
12068961,3,1,4,0.333,3,1,0.5,8,4,,0,0,26,0,0,9,4,1,0,857374,330,30
12068962,1,0,3,0.0,2,0,0.444,9,4,1.0,4,4,24,1,0,12,4,0,2,857374,666609,30
12068963,4,1,1,0.0,3,0,0.375,8,3,0.0,0,0,21,2,1,6,3,3,2,857374,487,30
12068964,1,0,4,0.0,1,0,0.5,6,3,0.0,0,0,17,1,1,6,5,1,1,857374,31,30
12068965,0,1,2,0.0,0,0,1.0,1,1,0.0,0,0,18,0,4,2,2,1,3,857374,666577,30
12068966,1,0,1,0.0,0,0,1.0,1,1,0.0,0,0,11,0,2,2,1,0,0,857374,3547302,30
12068967,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857374,38017687,30
12068968,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857374,173,30
12068969,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857374,18678058,30
12068970,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857374,17554006,30
12068971,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857374,17895967,30
12068972,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857374,3547252,30
12068973,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857374,17896045,30
12068974,6,0,5,0.0,2,0,0.478,23,11,0.909,11,10,37,1,1,32,6,1,3,857374,125,5
12068975,0,1,0,0.333,3,1,0.4,5,2,1.0,2,2,24,1,1,7,1,0,1,857374,3547248,5
12068977,1,1,3,0.0,2,0,0.25,4,1,0.5,2,1,31,0,1,3,3,3,4,857374,89,5
12068978,2,0,4,0.25,4,1,0.333,9,3,,0,0,31,1,3,7,5,1,0,857374,17895983,5
12068979,1,0,2,0.5,4,2,0.5,6,3,0.5,4,2,31,0,1,10,2,1,1,857374,666956,5
12068980,2,0,1,0.0,2,0,0.0,4,0,0.0,0,0,15,0,2,0,1,2,0,857374,666604,5
12068981,1,1,7,,0,0,0.833,6,5,0.0,2,0,18,3,2,10,10,0,3,857374,137,5
12068982,5,0,0,0.333,3,1,0.375,8,3,,0,0,23,2,4,7,2,0,0,857374,136,5
12068991,4,0,3,0.4,5,2,0.417,12,5,0.714,7,5,36,1,2,17,4,0,4,857376,178,11
12068992,1,2,0,0.25,8,2,0.214,14,3,1.0,2,2,35,1,5,10,1,0,0,857376,38017684,11
12068993,2,0,2,,0,0,0.667,3,2,,0,0,12,2,3,4,4,1,1,857376,666564,11
12068994,2,0,5,0.8,5,4,0.619,21,13,0.75,4,3,35,0,1,33,5,1,2,857376,17895966,11
12068995,4,0,3,0.5,8,4,0.375,16,6,0.5,4,2,35,2,4,18,5,0,3,857376,666849,11
12068996,3,1,4,0.5,2,1,0.6,5,3,0.5,2,1,25,1,2,8,5,1,3,857376,3547294,11
12068997,1,1,6,0.5,2,1,0.333,6,2,1.0,1,1,20,1,1,6,7,0,0,857376,38017695,11
12068998,1,2,7,0.5,2,1,0.692,13,9,0.4,10,4,27,5,3,23,12,1,1,857376,17896062,11
12068999,0,0,1,0.5,2,1,0.5,2,1,0.0,0,0,13,0,1,3,1,0,0,857376,666754,11
12069000,0,0,1,0.0,1,0,0.0,1,0,0.0,0,0,03,0,0,0,1,0,0,857376,17896023,11
12069001,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857376,17896070,11
12069002,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857376,38017737,11
12069003,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857376,296,11
12069004,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857376,17895968,11
12069005,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857376,38017665,11
12069006,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857376,3547301,11
12069007,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857376,38017691,11
12069008,7,0,4,0.3,10,3,0.188,16,3,1.0,5,5,33,2,2,14,6,2,3,857376,3547287,15
12069009,3,3,5,0.0,3,0,0.273,11,3,0.5,4,2,31,4,1,8,9,1,1,857376,17896067,15
12069010,2,2,7,0.0,0,0,0.75,4,3,0.0,2,0,33,2,5,6,9,0,0,857376,3,15
12069011,0,1,3,0.5,6,3,0.636,11,7,,0,0,30,2,1,17,5,3,0,857376,666703,15
12069012,8,2,1,0.833,6,5,0.654,26,17,0.769,13,10,31,3,2,49,4,1,3,857376,666786,15
12069013,4,0,4,0.429,7,3,0.308,13,4,,0,0,22,0,0,11,4,0,0,857376,249,15
12069014,0,0,1,0.0,1,0,0.0,2,0,0.0,0,0,07,1,1,0,2,0,0,857376,3547285,15
12069015,2,1,3,0.0,0,0,0.5,2,1,0.5,4,2,15,1,2,4,4,0,2,857376,666505,15
12069025,2,1,1,0.0,1,0,0.333,6,2,,0,0,17,0,1,4,1,0,1,857373,17896030,12
12069026,2,0,5,0.5,2,1,0.571,7,4,,0,0,22,2,5,9,7,0,0,857373,17896116,12
12069028,2,1,3,0.5,6,3,0.556,9,5,,0,0,24,2,5,13,5,2,3,857373,210,12
12069029,12,0,2,0.2,5,1,0.5,18,9,1.0,8,8,27,1,4,27,3,1,4,857373,3547245,12
12069031,2,1,4,0.0,1,0,0.667,9,6,1.0,4,4,16,2,3,16,6,1,2,857373,17896035,12
12069032,3,0,2,0.286,7,2,0.417,12,5,1.0,2,2,30,1,4,14,3,2,0,857373,38017507,12
12069033,4,0,1,,0,0,0.333,6,2,,0,0,17,2,1,4,3,2,3,857373,304,12
12069034,2,1,2,0.333,3,1,0.444,9,4,,0,0,21,2,2,9,4,0,1,857373,3547250,12
12069036,1,2,2,0.0,1,0,0.333,3,1,,0,0,12,0,1,2,2,0,0,857373,242,12
12069037,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857373,666468,12
12069038,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857373,452,12
12069039,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857373,38017701,12
12069040,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857373,17553983,12
12069041,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857373,439,12
12069042,6,0,3,0.444,9,4,0.533,15,8,0.75,4,3,33,0,4,23,3,1,2,857373,666682,27
12069043,1,0,4,0.0,1,0,0.5,4,2,0.0,0,0,21,1,3,4,5,0,1,857373,38017699,27
12069044,5,1,6,,0,0,0.667,6,4,0.619,21,13,29,2,1,21,8,1,2,857373,373,27
12069045,4,0,5,0.571,7,4,0.467,15,7,0.833,6,5,34,0,1,23,5,2,0,857373,3547246,27
12069046,4,0,3,0.333,3,1,0.5,12,6,0.833,6,5,35,1,4,18,4,2,3,857373,3547274,27
12069047,1,0,2,0.75,8,6,0.615,13,8,1.0,5,5,28,0,3,27,2,1,3,857373,391,27
12069048,7,0,4,0.0,1,0,0.5,2,1,0.5,2,1,21,0,2,3,4,1,3,857373,17896051,27
12069049,3,3,2,1.0,1,1,0.625,8,5,0.0,0,0,18,2,3,11,4,1,2,857373,102,27
12069050,3,0,1,1.0,1,1,0.333,3,1,,0,0,12,0,1,3,1,0,1,857373,305,27
12069051,0,0,0,,0,0,0.667,3,2,,0,0,9,1,0,4,1,0,0,857373,32,27
12069052,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857373,38017692,27
12069059,7,0,1,0.5,2,1,0.632,19,12,0.5,2,1,37,1,2,26,2,2,2,857379,204,4
12069060,2,1,1,0.25,8,2,0.308,13,4,,0,0,29,2,5,10,3,1,3,857379,666950,4
12069061,4,0,3,0.0,0,0,0.8,5,4,0.0,0,0,19,2,5,8,5,0,1,857379,371,4
12069063,11,2,4,0.25,8,2,0.292,24,7,0.875,8,7,36,4,1,23,8,1,2,857379,403,4
12069064,0,0,5,0.0,0,0,0.5,4,2,1.0,2,2,26,1,2,6,6,0,0,857379,3547282,4
12069065,2,1,5,1.0,4,4,0.714,7,5,,0,0,27,0,4,14,5,0,1,857379,666762,4
12069066,0,0,2,0.0,3,0,0.0,5,0,0.0,0,0,13,0,0,0,2,0,1,857379,17896037,4
12069067,4,0,2,0.667,3,2,0.571,7,4,,0,0,22,0,1,10,2,2,1,857379,421,4
12069068,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857379,17896032,4
12069069,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857379,3547253,4
12069070,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857379,38017708,4
12069071,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857379,18678001,4
12069072,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857379,38017698,4
12069073,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857379,3547239,4
12069074,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857379,666748,4
12069075,7,1,9,1.0,1,1,0.5,16,8,1.0,11,11,37,0,0,28,9,2,5,857379,227,19
12069076,3,0,3,,0,0,0.368,19,7,0.5,4,2,31,2,0,16,5,1,3,857379,666969,19
12069077,4,1,13,0.333,3,1,0.727,11,8,0.929,14,13,29,4,1,30,17,1,1,857379,455,19
12069078,2,2,1,,0,0,0.667,3,2,1.0,3,3,32,1,4,7,2,0,0,857379,17896024,19
12069079,2,0,4,0.333,6,2,0.529,17,9,1.0,1,1,32,2,3,21,6,1,3,857379,303,19
12069081,2,2,0,0.0,0,0,0.5,2,1,0.0,0,0,15,2,2,2,2,0,0,857379,340,19
12069082,0,0,2,0.4,5,2,0.333,9,3,,0,0,20,1,2,8,3,3,0,857379,18677986,19
12069083,1,1,0,0.0,0,0,0.0,1,0,0.0,0,0,12,1,1,0,1,0,1,857379,3547293,19
12069084,1,0,1,0.25,4,1,0.25,4,1,0.5,2,1,11,0,0,4,1,0,0,857379,180,19
12069085,0,0,3,,0,0,0.333,3,1,,0,0,6,2,1,2,5,0,0,857379,207,19
12069092,6,2,4,0.333,9,3,0.444,18,8,0.8,10,8,35,1,2,27,5,0,5,857371,140,3
12069093,3,2,4,0.25,4,1,0.286,7,2,1.0,2,2,39,0,2,7,4,2,2,857371,351,3
12069094,0,4,4,,0,0,0.727,11,8,0.375,8,3,34,7,2,19,11,1,0,857371,666508,3
12069095,7,1,0,0.385,13,5,0.458,24,11,1.0,3,3,41,1,4,30,1,0,2,857371,228,3
12069096,8,2,10,0.0,0,0,0.6,5,3,0.0,0,0,33,0,2,6,10,0,3,857371,417,3
12069097,2,0,1,0.5,2,1,0.333,3,1,,0,0,18,1,1,3,2,0,0,857371,197,3
12069098,0,1,5,,0,0,0.667,3,2,0.0,2,0,10,2,3,4,7,0,0,857371,17896038,3
12069099,0,0,0,0.5,4,2,0.4,5,2,1.0,4,4,11,0,0,10,0,0,0,857371,319,3
12069100,0,1,3,0.333,3,1,0.25,4,1,,0,0,19,1,3,3,4,0,1,857371,329,3
12069101,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857371,17896049,3
12069102,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857371,17896044,3
12069103,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857371,432,3
12069104,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857371,17896048,3
12069105,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857371,470,3
12069106,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857371,38017723,3
12069107,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857371,114,3
12069108,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857371,469,3
12069109,1,1,4,0.5,4,2,0.333,9,3,1.0,2,2,37,1,4,10,5,1,3,857371,18,28
12069110,3,1,5,0.5,2,1,0.5,14,7,1.0,2,2,36,2,2,17,7,2,3,857371,17896055,28
12069111,11,0,10,0.333,6,2,0.714,21,15,0.556,9,5,37,2,4,37,12,0,3,857371,416,28
12069112,0,0,1,0.286,7,2,0.375,16,6,,0,0,36,0,0,14,1,1,0,857371,3089,28
12069114,0,0,6,0.0,1,0,0.167,6,1,0.667,3,2,17,0,2,4,6,0,3,857371,3547249,28
12069115,0,1,0,0.0,0,0,0.0,2,0,0.5,2,1,20,2,5,1,2,0,0,857371,38017710,28
12069116,0,0,0,0.0,1,0,0.5,4,2,0.0,0,0,13,0,1,4,0,1,1,857371,17896094,28
12069117,1,0,1,0.0,1,0,0.0,1,0,0.0,0,0,06,0,0,0,1,0,0,857371,489,28
12069127,0,1,10,0.75,4,3,0.643,14,9,1.0,2,2,36,3,4,23,13,3,2,857380,101,1
12069128,0,1,7,,0,0,0.667,6,4,,0,0,32,0,1,8,7,2,0,857380,83,1
12069129,9,0,8,0.4,5,2,0.5,16,8,1.0,2,2,40,1,2,20,9,4,7,857380,334,1
12069130,13,0,2,0.364,11,4,0.292,24,7,1.0,7,7,37,2,3,25,4,0,6,857380,490,1
12069131,0,0,1,0.0,0,0,0.5,2,1,0.5,2,1,16,2,4,3,3,0,1,857380,3547244,1
12069132,0,0,0,0.0,2,0,0.25,4,1,1.0,2,2,12,1,1,4,1,0,0,857380,17896040,1
12069133,2,0,1,0.5,6,3,0.375,8,3,0.0,0,0,20,0,2,9,1,1,0,857380,215,1
12069134,1,0,2,,0,0,0.667,3,2,,0,0,14,0,2,4,2,0,0,857380,213,1
12069135,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857380,666523,1
12069136,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857380,3547297,1
12069137,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857380,38017689,1
12069138,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857380,252,1
12069139,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857380,4197387,1
12069140,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857380,38017722,1
12069141,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857380,53,1
12069142,3,0,4,0.0,3,0,0.4,10,4,0.0,0,0,36,3,3,8,7,4,3,857380,17896026,22
12069143,2,3,10,0.167,6,1,0.333,18,6,0.875,8,7,34,2,1,20,12,1,4,857380,38017683,22
12069145,2,1,3,0.25,4,1,0.5,8,4,1.0,2,2,35,1,4,11,4,0,1,857380,402,22
12069146,1,0,1,0.0,3,0,0.2,5,1,0.333,3,1,16,1,3,3,2,3,3,857380,17896073,22
12069147,2,1,0,0.8,5,4,0.667,12,8,0.714,7,5,28,0,1,25,0,1,2,857380,3547251,22
12069148,0,0,1,0.5,2,1,0.5,2,1,0.0,0,0,14,0,0,3,1,0,0,857380,666818,22
12069149,2,0,5,0.333,3,1,0.333,6,2,1.0,2,2,15,1,1,7,6,0,1,857380,28,22
12069150,0,2,2,,0,0,0.667,3,2,1.0,1,1,12,1,0,5,3,0,1,857380,666451,22
12069151,2,0,0,0.0,1,0,0.333,3,1,,0,0,16,0,2,2,0,0,2,857380,3547257,22
12069152,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,01,0,0,0,1,0,0,857380,38017607,22
12069159,5,0,4,0.0,1,0,0.529,17,9,,0,0,40,3,0,18,7,1,0,857375,79,16
12069161,5,0,5,,0,0,0.727,11,8,0.75,4,3,35,3,4,19,8,2,5,857375,4,16
12069162,3,2,6,0.333,6,2,0.476,21,10,1.0,3,3,36,0,3,25,6,0,1,857375,666633,16
12069163,6,1,3,0.429,7,3,0.308,13,4,0.75,8,6,33,1,3,17,4,3,0,857375,286,16
12069164,0,0,0,0.0,1,0,0.333,3,1,,0,0,9,0,2,2,0,0,0,857375,120,16
12069165,1,0,1,0.0,3,0,0.2,5,1,0.0,0,0,23,0,1,2,1,0,1,857375,666908,16
12069166,2,0,0,0.6,5,3,0.538,13,7,,0,0,24,0,3,17,0,1,2,857375,1603383,16
12069167,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,06,1,0,0,1,0,0,857375,397,16
12069168,0,0,2,0.0,2,0,0.0,2,0,0.0,0,0,05,0,0,0,2,0,0,857375,3092,16
12069169,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857375,203,16
12069170,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857375,38017696,16
12069171,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857375,19465585,16
12069172,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857375,38017734,16
12069173,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857375,357,16
12069174,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857375,11891374,16
12069175,3,2,3,0.667,3,2,0.667,18,12,1.0,2,2,34,1,5,28,4,2,3,857375,70,2
12069176,4,2,3,0.286,7,2,0.455,22,10,1.0,7,7,37,2,1,29,5,1,2,857375,434,2
12069177,1,0,4,0.6,5,3,0.6,5,3,0.0,0,0,33,1,2,9,5,0,3,857375,219,2
12069178,1,3,7,0.5,4,2,0.4,5,2,1.0,4,4,25,0,4,10,7,0,1,857375,473,2
12069179,3,0,4,0.0,4,0,0.444,9,4,,0,0,33,1,2,8,5,0,5,857375,420,2
12069180,2,2,6,0.5,4,2,0.667,6,4,,0,0,25,1,1,10,7,0,1,857375,666965,2
12069181,0,2,2,0.0,0,0,1.0,2,2,0.0,0,0,15,3,4,4,5,0,2,857375,459,2
12069182,0,0,0,0.667,3,2,0.667,3,2,,0,0,13,0,2,6,0,1,0,857375,17896060,2
12069183,3,0,2,0.333,3,1,0.222,9,2,1.0,2,2,25,3,2,7,5,0,2,857375,65,2
12069184,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,00,0,0,0,0,0,0,857375,38017707,2
12069192,0,1,3,0.0,1,0,0.571,7,4,1.0,2,2,39,1,3,10,4,0,0,857378,3547259,18
