,Unnamed: 0,id,date,home_team_score,period,postseason,season,visitor_team_score,home_team_id,visitor_team_id,visitor_team_name,visitor_team_name,home_team_name
235,235,858087,2023-01-26,95,4,False,2022,113,11,6,Cleveland Cavaliers,Cleveland Cavaliers,Houston Rockets
236,236,858076,2023-01-25,126,4,False,2022,120,22,12,Indiana Pacers,Indiana Pacers,Orlando Magic
237,237,858102,2023-01-28,113,4,False,2022,120,1,13,LA Clippers,LA Clippers,Atlanta Hawks
238,238,858092,2023-01-27,110,4,False,2022,105,16,22,Orlando Magic,Orlando Magic,Miami Heat
239,239,858090,2023-01-27,129,4,False,2022,117,10,28,Toronto Raptors,Toronto Raptors,Golden State Warriors
240,240,858098,2023-01-28,114,4,False,2022,117,9,11,Houston Rockets,Houston Rockets,Detroit Pistons
241,241,858114,2023-01-30,114,4,False,2022,106,24,28,Toronto Raptors,Toronto Raptors,Phoenix Suns
242,242,858118,2023-01-31,103,4,False,2022,108,5,13,LA Clippers,LA Clippers,Chicago Bulls
243,243,858113,2023-01-30,111,4,False,2022,105,7,9,Detroit Pistons,Detroit Pistons,Dallas Mavericks
244,244,858130,2023-02-01,119,5,False,2022,114,18,10,Golden State Warriors,Golden State Warriors,Minnesota Timberwolves
245,245,858137,2023-02-02,106,4,False,2022,105,17,13,LA Clippers,LA Clippers,Milwaukee Bucks
246,246,858143,2023-02-03,125,4,False,2022,137,27,23,Philadelphia 76ers,Philadelphia 76ers,San Antonio Spurs
247,247,858150,2023-02-04,129,4,False,2022,121,5,25,Portland Trail Blazers,Portland Trail Blazers,Chicago Bulls
248,248,858170,2023-02-07,146,4,False,2022,112,8,18,Minnesota Timberwolves,Minnesota Timberwolves,Denver Nuggets
249,249,858186,2023-02-09,116,4,False,2022,105,3,5,Chicago Bulls,Chicago Bulls,Brooklyn Nets
250,250,858193,2023-02-10,119,4,False,2022,108,23,20,New York Knicks,New York Knicks,Philadelphia 76ers
251,251,858203,2023-02-11,97,4,False,2022,89,6,5,Chicago Bulls,Chicago Bulls,Cleveland Cavaliers
252,252,858217,2023-02-13,124,4,False,2022,106,20,3,Brooklyn Nets,Brooklyn Nets,New York Knicks
253,253,858223,2023-02-14,101,4,False,2022,126,25,30,Washington Wizards,Washington Wizards,Portland Trail Blazers
254,254,858231,2023-02-15,118,4,False,2022,112,23,6,Cleveland Cavaliers,Cleveland Cavaliers,Philadelphia 76ers
255,255,858241,2023-02-23,120,5,False,2022,119,29,21,Oklahoma City Thunder,Oklahoma City Thunder,Utah Jazz
256,256,858253,2023-02-24,128,4,False,2022,99,17,16,Miami Heat,Miami Heat,Milwaukee Bucks
257,257,858260,2023-02-25,107,4,False,2022,110,23,2,Boston Celtics,Boston Celtics,Philadelphia 76ers
258,258,858266,2023-02-26,129,4,False,2022,127,1,3,Brooklyn Nets,Brooklyn Nets,Atlanta Hawks
259,259,858281,2023-02-28,122,4,False,2022,124,7,12,Indiana Pacers,Indiana Pacers,Dallas Mavericks
260,260,858288,2023-03-01,142,4,False,2022,118,20,3,Brooklyn Nets,Brooklyn Nets,New York Knicks
261,261,857447,2022-10-30,121,4,False,2022,110,14,8,Denver Nuggets,Denver Nuggets,Los Angeles Lakers
262,262,857428,2022-10-28,123,5,False,2022,132,2,6,Cleveland Cavaliers,Cleveland Cavaliers,Boston Celtics
263,263,857478,2022-11-04,130,4,False,2022,99,15,4,Charlotte Hornets,Charlotte Hornets,Memphis Grizzlies
264,264,857452,2022-10-31,111,4,False,2022,118,30,23,Philadelphia 76ers,Philadelphia 76ers,Washington Wizards
265,265,857532,2022-11-11,114,4,False,2022,97,22,24,Phoenix Suns,Phoenix Suns,Orlando Magic
266,266,857490,2022-11-05,102,4,False,2022,82,24,25,Portland Trail Blazers,Portland Trail Blazers,Phoenix Suns
267,267,857500,2022-11-07,100,4,False,2022,88,23,24,Phoenix Suns,Phoenix Suns,Philadelphia 76ers
268,268,857518,2022-11-09,116,4,False,2022,109,28,11,Houston Rockets,Houston Rockets,Toronto Raptors
269,269,857525,2022-11-09,127,4,False,2022,120,26,6,Cleveland Cavaliers,Cleveland Cavaliers,Sacramento Kings
270,270,857527,2022-11-10,113,4,False,2022,105,30,7,Dallas Mavericks,Dallas Mavericks,Washington Wizards
271,271,857575,2022-11-17,96,4,False,2022,91,13,9,Detroit Pistons,Detroit Pistons,LA Clippers
272,272,857543,2022-11-12,121,4,False,2022,109,23,1,Atlanta Hawks,Atlanta Hawks,Philadelphia 76ers
273,273,857549,2022-11-13,124,4,False,2022,129,6,18,Minnesota Timberwolves,Minnesota Timberwolves,Cleveland Cavaliers
274,274,857556,2022-11-14,113,4,False,2022,112,16,24,Phoenix Suns,Phoenix Suns,Miami Heat
275,275,857563,2022-11-15,117,4,False,2022,110,25,27,San Antonio Spurs,San Antonio Spurs,Portland Trail Blazers
276,276,857571,2022-11-16,120,4,False,2022,121,30,21,Oklahoma City Thunder,Oklahoma City Thunder,Washington Wizards
277,277,857610,2022-11-22,115,4,False,2022,105,24,14,Los Angeles Lakers,Los Angeles Lakers,Phoenix Suns
278,278,857580,2022-11-18,110,4,False,2022,102,23,17,Milwaukee Bucks,Milwaukee Bucks,Philadelphia 76ers
279,279,857596,2022-11-20,97,4,False,2022,98,7,8,Denver Nuggets,Denver Nuggets,Dallas Mavericks
280,280,857608,2022-11-21,119,4,False,2022,129,21,20,New York Knicks,New York Knicks,Oklahoma City Thunder
281,281,857633,2022-11-25,132,4,False,2022,111,15,19,New Orleans Pelicans,New Orleans Pelicans,Memphis Grizzlies
282,282,857617,2022-11-23,101,4,False,2022,115,12,18,Minnesota Timberwolves,Minnesota Timberwolves,Indiana Pacers
283,283,857639,2022-11-25,104,4,False,2022,114,13,8,Denver Nuggets,Denver Nuggets,LA Clippers
284,284,857687,2022-12-02,139,4,False,2022,119,29,12,Indiana Pacers,Indiana Pacers,Utah Jazz
285,285,857646,2022-11-27,111,4,False,2022,97,3,25,Portland Trail Blazers,Portland Trail Blazers,Brooklyn Nets
286,286,857661,2022-11-28,105,4,False,2022,101,19,21,Oklahoma City Thunder,Oklahoma City Thunder,New Orleans Pelicans
287,287,857664,2022-11-29,116,4,False,2022,113,7,10,Golden State Warriors,Golden State Warriors,Dallas Mavericks
288,288,857668,2022-11-30,108,4,False,2022,125,22,1,Atlanta Hawks,Atlanta Hawks,Orlando Magic
289,289,857701,2022-12-04,119,4,False,2022,130,30,14,Los Angeles Lakers,Los Angeles Lakers,Washington Wizards
290,290,857692,2022-12-03,111,4,False,2022,116,29,25,Portland Trail Blazers,Portland Trail Blazers,Utah Jazz
291,291,857710,2022-12-05,132,6,False,2022,123,11,23,Philadelphia 76ers,Philadelphia 76ers,Houston Rockets
292,292,857715,2022-12-06,115,4,False,2022,116,8,7,Dallas Mavericks,Dallas Mavericks,Denver Nuggets
293,293,857785,2022-12-16,116,4,False,2022,119,28,3,Brooklyn Nets,Brooklyn Nets,Toronto Raptors
294,294,857721,2022-12-07,113,4,False,2022,89,20,1,Atlanta Hawks,Atlanta Hawks,New York Knicks
295,295,857736,2022-12-09,133,5,False,2022,122,23,14,Los Angeles Lakers,Los Angeles Lakers,Philadelphia 76ers
296,296,857744,2022-12-10,123,4,False,2022,107,10,2,Boston Celtics,Boston Celtics,Golden State Warriors
297,297,857750,2022-12-11,131,4,False,2022,113,23,4,Charlotte Hornets,Charlotte Hornets,Philadelphia 76ers
298,298,857762,2022-12-12,121,4,False,2022,114,7,21,Oklahoma City Thunder,Oklahoma City Thunder,Dallas Mavericks
299,299,857765,2022-12-13,118,5,False,2022,122,14,2,Boston Celtics,Boston Celtics,Los Angeles Lakers
300,300,857774,2022-12-14,120,5,False,2022,128,5,20,New York Knicks,New York Knicks,Chicago Bulls
301,301,857803,2022-12-18,119,4,False,2022,117,14,30,Washington Wizards,Washington Wizards,Los Angeles Lakers
302,302,857795,2022-12-17,95,4,False,2022,107,11,25,Portland Trail Blazers,Portland Trail Blazers,Houston Rockets
303,303,857810,2022-12-19,126,4,False,2022,125,1,22,Orlando Magic,Orlando Magic,Atlanta Hawks
304,304,857828,2022-12-21,143,4,False,2022,113,3,10,Golden State Warriors,Golden State Warriors,Brooklyn Nets
305,305,857861,2022-12-27,129,4,False,2022,114,12,1,Atlanta Hawks,Atlanta Hawks,Indiana Pacers
306,306,857840,2022-12-23,108,4,False,2022,111,16,12,Indiana Pacers,Indiana Pacers,Miami Heat
307,307,857854,2022-12-26,124,4,False,2022,113,25,4,Charlotte Hornets,Charlotte Hornets,Portland Trail Blazers
308,308,857891,2022-12-30,126,4,False,2022,125,26,29,Utah Jazz,Utah Jazz,Sacramento Kings
309,309,857893,2022-12-31,102,4,False,2022,103,5,6,Cleveland Cavaliers,Cleveland Cavaliers,Chicago Bulls
310,310,857907,2023-01-02,106,4,False,2022,111,11,7,Dallas Mavericks,Dallas Mavericks,Houston Rockets
311,311,857936,2023-01-06,121,4,False,2022,109,27,9,Detroit Pistons,Detroit Pistons,San Antonio Spurs
312,312,857924,2023-01-04,119,4,False,2022,108,19,11,Houston Rockets,Houston Rockets,New Orleans Pelicans
313,313,857972,2023-01-11,100,4,False,2022,97,30,5,Chicago Bulls,Chicago Bulls,Washington Wizards
314,314,857949,2023-01-07,134,4,False,2022,136,26,14,Los Angeles Lakers,Los Angeles Lakers,Sacramento Kings
315,315,857954,2023-01-08,116,4,False,2022,111,12,4,Charlotte Hornets,Charlotte Hornets,Indiana Pacers
316,316,857968,2023-01-10,113,4,False,2022,101,13,7,Dallas Mavericks,Dallas Mavericks,LA Clippers
317,317,857983,2023-01-12,113,4,False,2022,119,25,6,Cleveland Cavaliers,Cleveland Cavaliers,Portland Trail Blazers
318,318,857990,2023-01-13,121,4,False,2022,116,18,24,Phoenix Suns,Phoenix Suns,Minnesota Timberwolves
319,319,858006,2023-01-15,119,4,False,2022,132,27,26,Sacramento Kings,Sacramento Kings,San Antonio Spurs
320,320,857996,2023-01-14,103,4,False,2022,114,28,1,Atlanta Hawks,Atlanta Hawks,Toronto Raptors
321,321,858012,2023-01-16,118,4,False,2022,127,30,10,Golden State Warriors,Golden State Warriors,Washington Wizards
322,322,858024,2023-01-18,126,4,False,2022,106,21,12,Indiana Pacers,Indiana Pacers,Oklahoma City Thunder
323,323,858035,2023-01-19,128,4,False,2022,126,18,28,Toronto Raptors,Toronto Raptors,Minnesota Timberwolves
324,324,858125,2023-02-01,117,4,False,2022,119,9,30,Washington Wizards,Washington Wizards,Detroit Pistons
325,325,858049,2023-01-21,104,4,False,2022,106,28,2,Boston Celtics,Boston Celtics,Toronto Raptors
326,326,858053,2023-01-22,100,4,False,2022,96,16,19,New Orleans Pelicans,New Orleans Pelicans,Miami Heat
327,327,858060,2023-01-23,130,4,False,2022,150,9,17,Milwaukee Bucks,Milwaukee Bucks,Detroit Pistons
328,328,858093,2023-01-27,131,4,False,2022,141,12,17,Milwaukee Bucks,Milwaukee Bucks,Indiana Pacers
329,329,858078,2023-01-25,103,4,False,2022,108,11,30,Washington Wizards,Washington Wizards,Houston Rockets
330,330,858089,2023-01-26,117,5,False,2022,120,2,20,New York Knicks,New York Knicks,Boston Celtics
331,331,858100,2023-01-28,126,4,False,2022,119,23,8,Denver Nuggets,Denver Nuggets,Philadelphia 76ers
332,332,858107,2023-01-29,112,4,False,2022,100,15,12,Indiana Pacers,Indiana Pacers,Memphis Grizzlies
333,333,858128,2023-02-01,139,4,False,2022,96,2,3,Brooklyn Nets,Brooklyn Nets,Boston Celtics
334,334,858110,2023-01-30,109,4,False,2022,119,23,22,Orlando Magic,Orlando Magic,Philadelphia 76ers
335,335,858119,2023-01-31,97,4,False,2022,100,6,16,Miami Heat,Miami Heat,Cleveland Cavaliers
336,336,858133,2023-02-02,134,4,False,2022,117,8,10,Golden State Warriors,Golden State Warriors,Denver Nuggets
337,337,858134,2023-02-02,111,4,False,2022,112,12,14,Los Angeles Lakers,Los Angeles Lakers,Indiana Pacers
338,338,858141,2023-02-03,120,4,False,2022,127,18,22,Orlando Magic,Orlando Magic,Minnesota Timberwolves
339,339,858144,2023-02-03,118,4,False,2022,112,9,4,Charlotte Hornets,Charlotte Hornets,Detroit Pistons
340,340,858149,2023-02-04,125,4,False,2022,123,3,30,Washington Wizards,Washington Wizards,Brooklyn Nets
341,341,858160,2023-02-05,113,4,False,2022,119,4,22,Orlando Magic,Orlando Magic,Charlotte Hornets
342,342,858165,2023-02-06,99,4,False,2022,111,9,2,Boston Celtics,Boston Celtics,Detroit Pistons
343,343,858175,2023-02-07,98,4,False,2022,102,22,20,New York Knicks,New York Knicks,Orlando Magic
344,344,858206,2023-02-11,105,4,False,2022,119,4,8,Denver Nuggets,Denver Nuggets,Charlotte Hornets
345,345,858210,2023-02-12,119,4,False,2022,109,2,15,Memphis Grizzlies,Memphis Grizzlies,Boston Celtics
346,346,858216,2023-02-13,144,4,False,2022,138,4,1,Atlanta Hawks,Atlanta Hawks,Charlotte Hornets
347,347,858224,2023-02-14,131,5,False,2022,125,17,2,Boston Celtics,Boston Celtics,Milwaukee Bucks
348,348,857442,2022-10-30,91,4,False,2022,112,13,19,New Orleans Pelicans,New Orleans Pelicans,LA Clippers
349,349,857473,2022-11-03,110,4,False,2022,122,21,8,Denver Nuggets,Denver Nuggets,Oklahoma City Thunder
350,350,857430,2022-10-28,112,4,False,2022,136,9,1,Atlanta Hawks,Atlanta Hawks,Detroit Pistons
351,351,857437,2022-10-29,120,5,False,2022,113,4,10,Golden State Warriors,Golden State Warriors,Charlotte Hornets
352,352,857481,2022-11-04,88,4,False,2022,112,9,6,Cleveland Cavaliers,Cleveland Cavaliers,Detroit Pistons
353,353,857494,2022-11-06,100,4,False,2022,114,14,6,Cleveland Cavaliers,Cleveland Cavaliers,Los Angeles Lakers
354,354,857492,2022-11-05,124,5,False,2022,121,1,19,New Orleans Pelicans,New Orleans Pelicans,Atlanta Hawks
355,355,857557,2022-11-14,111,4,False,2022,115,9,28,Toronto Raptors,Toronto Raptors,Detroit Pistons
356,356,857502,2022-11-07,100,4,False,2022,108,4,30,Washington Wizards,Washington Wizards,Charlotte Hornets
357,357,857520,2022-11-09,112,4,False,2022,85,3,20,New York Knicks,New York Knicks,Brooklyn Nets
358,358,857529,2022-11-10,95,4,False,2022,106,19,25,Portland Trail Blazers,Portland Trail Blazers,New Orleans Pelicans
359,359,857533,2022-11-11,131,4,False,2022,112,2,8,Denver Nuggets,Denver Nuggets,Boston Celtics
360,360,857538,2022-11-12,95,4,False,2022,110,13,3,Brooklyn Nets,Brooklyn Nets,LA Clippers
361,361,857550,2022-11-13,122,4,False,2022,115,26,10,Golden State Warriors,Golden State Warriors,Sacramento Kings
362,362,857577,2022-11-17,107,4,False,2022,109,25,3,Brooklyn Nets,Brooklyn Nets,Portland Trail Blazers
363,363,857561,2022-11-15,113,4,False,2022,102,19,15,Memphis Grizzlies,Memphis Grizzlies,New Orleans Pelicans
364,364,857567,2022-11-16,113,4,False,2022,125,4,12,Indiana Pacers,Indiana Pacers,Charlotte Hornets
365,365,857648,2022-11-27,130,4,False,2022,121,2,30,Washington Wizards,Washington Wizards,Boston Celtics
366,366,857585,2022-11-18,107,5,False,2022,106,30,16,Miami Heat,Miami Heat,Washington Wizards
367,367,857591,2022-11-19,114,4,False,2022,113,12,22,Orlando Magic,Orlando Magic,Indiana Pacers
368,368,857598,2022-11-20,116,4,False,2022,95,24,20,New York Knicks,New York Knicks,Phoenix Suns
369,369,857603,2022-11-21,114,4,False,2022,102,6,1,Atlanta Hawks,Atlanta Hawks,Cleveland Cavaliers
370,370,857612,2022-11-22,115,4,False,2022,106,23,3,Brooklyn Nets,Brooklyn Nets,Philadelphia 76ers
371,371,857616,2022-11-23,107,4,False,2022,101,4,23,Philadelphia 76ers,Philadelphia 76ers,Charlotte Hornets
372,372,857674,2022-11-30,109,4,False,2022,101,18,15,Memphis Grizzlies,Memphis Grizzlies,Minnesota Timberwolves
373,373,857654,2022-11-28,104,4,False,2022,101,23,1,Atlanta Hawks,Atlanta Hawks,Philadelphia 76ers
374,374,857706,2022-12-05,117,4,False,2022,119,4,13,LA Clippers,LA Clippers,Charlotte Hornets
375,375,857685,2022-12-02,114,4,False,2022,105,3,28,Toronto Raptors,Toronto Raptors,Brooklyn Nets
376,376,857693,2022-12-03,96,4,False,2022,123,13,26,Sacramento Kings,Sacramento Kings,LA Clippers
377,377,857700,2022-12-04,121,4,False,2022,106,19,8,Denver Nuggets,Denver Nuggets,New Orleans Pelicans
378,378,857729,2022-12-08,118,4,False,2022,109,27,11,Houston Rockets,Houston Rockets,San Antonio Spurs
379,379,857724,2022-12-07,121,4,False,2022,115,18,12,Indiana Pacers,Indiana Pacers,Minnesota Timberwolves
380,380,857741,2022-12-10,111,4,False,2022,115,16,27,San Antonio Spurs,San Antonio Spurs,Miami Heat
381,381,857733,2022-12-09,102,4,False,2022,121,4,20,New York Knicks,New York Knicks,Charlotte Hornets
382,382,857775,2022-12-14,90,4,False,2022,105,7,6,Cleveland Cavaliers,Cleveland Cavaliers,Dallas Mavericks
383,383,857793,2022-12-17,102,4,False,2022,93,13,30,Washington Wizards,Washington Wizards,LA Clippers
384,384,857778,2022-12-15,108,4,False,2022,111,11,16,Miami Heat,Miami Heat,Houston Rockets
385,385,857784,2022-12-16,106,4,False,2022,125,4,1,Atlanta Hawks,Atlanta Hawks,Charlotte Hornets
386,386,857801,2022-12-18,92,4,False,2022,95,2,22,Orlando Magic,Orlando Magic,Boston Celtics
387,387,857807,2022-12-19,122,4,False,2022,99,6,29,Utah Jazz,Utah Jazz,Cleveland Cavaliers
388,388,857816,2022-12-20,111,4,False,2022,126,9,29,Utah Jazz,Utah Jazz,Detroit Pistons
389,389,857822,2022-12-21,114,4,False,2022,106,6,17,Milwaukee Bucks,Milwaukee Bucks,Cleveland Cavaliers
390,390,857832,2022-12-22,120,4,False,2022,112,29,30,Washington Wizards,Washington Wizards,Utah Jazz
391,391,857857,2022-12-26,117,4,False,2022,125,6,3,Brooklyn Nets,Brooklyn Nets,Cleveland Cavaliers
392,392,857849,2022-12-25,128,5,False,2022,125,8,24,Phoenix Suns,Phoenix Suns,Denver Nuggets
393,393,857859,2022-12-27,110,4,False,2022,129,22,14,Los Angeles Lakers,Los Angeles Lakers,Orlando Magic
394,394,857873,2022-12-28,121,4,False,2022,101,9,22,Orlando Magic,Orlando Magic,Detroit Pistons
395,395,857892,2022-12-31,131,4,False,2022,130,12,13,LA Clippers,LA Clippers,Indiana Pacers
396,396,857879,2022-12-29,121,4,False,2022,113,4,21,Oklahoma City Thunder,Oklahoma City Thunder,Charlotte Hornets
397,397,857890,2022-12-30,100,4,False,2022,119,22,30,Washington Wizards,Washington Wizards,Orlando Magic
398,398,857911,2023-01-02,120,4,False,2022,111,23,19,New Orleans Pelicans,New Orleans Pelicans,Philadelphia 76ers
399,399,857916,2023-01-03,150,4,False,2022,117,21,2,Boston Celtics,Boston Celtics,Oklahoma City Thunder
400,400,857933,2023-01-05,114,4,False,2022,131,11,29,Utah Jazz,Utah Jazz,Houston Rockets
401,401,857923,2023-01-04,107,4,False,2022,131,4,15,Memphis Grizzlies,Memphis Grizzlies,Charlotte Hornets
402,402,857980,2023-01-12,114,4,False,2022,133,23,21,Oklahoma City Thunder,Oklahoma City Thunder,Philadelphia 76ers
403,403,857942,2023-01-06,108,4,False,2022,99,12,25,Portland Trail Blazers,Portland Trail Blazers,Indiana Pacers
404,404,857946,2023-01-07,126,4,False,2022,118,5,29,Utah Jazz,Utah Jazz,Chicago Bulls
405,405,857953,2023-01-08,111,4,False,2022,123,9,23,Philadelphia 76ers,Philadelphia 76ers,Detroit Pistons
406,406,857959,2023-01-09,121,4,False,2022,113,15,27,San Antonio Spurs,San Antonio Spurs,Memphis Grizzlies
407,407,857966,2023-01-10,147,4,False,2022,116,23,9,Detroit Pistons,Detroit Pistons,Philadelphia 76ers
408,408,857977,2023-01-11,135,4,False,2022,129,15,27,San Antonio Spurs,San Antonio Spurs,Memphis Grizzlies
409,409,857989,2023-01-13,110,4,False,2022,116,9,19,New Orleans Pelicans,New Orleans Pelicans,Detroit Pistons
410,410,857998,2023-01-14,111,4,False,2022,95,16,17,Milwaukee Bucks,Milwaukee Bucks,Miami Heat
411,411,858017,2023-01-16,118,4,False,2022,130,4,2,Boston Celtics,Boston Celtics,Charlotte Hornets
412,412,858020,2023-01-17,130,4,False,2022,122,17,28,Toronto Raptors,Toronto Raptors,Milwaukee Bucks
413,413,858029,2023-01-18,105,4,False,2022,116,20,30,Washington Wizards,Washington Wizards,New York Knicks
414,414,858032,2023-01-19,108,4,False,2022,126,9,5,Chicago Bulls,Chicago Bulls,Detroit Pistons
415,415,858147,2023-02-04,128,5,False,2022,134,20,13,LA Clippers,LA Clippers,New York Knicks
416,416,858164,2023-02-06,120,4,False,2022,140,11,26,Sacramento Kings,Sacramento Kings,Houston Rockets
417,417,858180,2023-02-08,118,4,False,2022,143,29,18,Minnesota Timberwolves,Minnesota Timberwolves,Utah Jazz
418,418,858198,2023-02-10,116,4,False,2022,122,28,29,Utah Jazz,Utah Jazz,Toronto Raptors
419,419,858202,2023-02-11,103,4,False,2022,109,10,14,Los Angeles Lakers,Los Angeles Lakers,Golden State Warriors
420,420,858214,2023-02-13,108,4,False,2022,112,16,8,Denver Nuggets,Denver Nuggets,Miami Heat
421,421,858229,2023-02-15,116,4,False,2022,105,3,16,Miami Heat,Miami Heat,Brooklyn Nets
422,422,858061,2023-01-23,119,4,False,2022,114,11,18,Minnesota Timberwolves,Minnesota Timberwolves,Houston Rockets
423,423,858048,2023-01-21,112,4,False,2022,107,24,12,Indiana Pacers,Indiana Pacers,Phoenix Suns
424,424,858054,2023-01-22,99,4,False,2022,101,8,21,Oklahoma City Thunder,Oklahoma City Thunder,Denver Nuggets
425,425,858079,2023-01-25,132,4,False,2022,137,21,1,Atlanta Hawks,Atlanta Hawks,Oklahoma City Thunder
426,426,858084,2023-01-26,138,4,False,2022,100,13,27,San Antonio Spurs,San Antonio Spurs,LA Clippers
427,427,858116,2023-01-30,129,4,False,2022,125,25,1,Atlanta Hawks,Atlanta Hawks,Portland Trail Blazers
428,428,858097,2023-01-28,117,4,False,2022,110,18,26,Sacramento Kings,Sacramento Kings,Minnesota Timberwolves
429,429,858132,2023-02-02,106,4,False,2022,104,20,16,Miami Heat,Miami Heat,New York Knicks
430,430,858126,2023-02-01,109,4,False,2022,119,27,26,Sacramento Kings,Sacramento Kings,San Antonio Spurs
431,431,858140,2023-02-03,111,4,False,2022,117,11,28,Toronto Raptors,Toronto Raptors,Houston Rockets
432,432,858238,2023-02-16,107,4,False,2022,116,24,13,LA Clippers,LA Clippers,Phoenix Suns
433,433,858248,2023-02-23,108,4,False,2022,106,22,9,Detroit Pistons,Detroit Pistons,Orlando Magic
434,434,858255,2023-02-24,131,4,False,2022,87,5,3,Brooklyn Nets,Brooklyn Nets,Chicago Bulls
435,435,858258,2023-02-25,108,4,False,2022,121,22,12,Indiana Pacers,Indiana Pacers,Orlando Magic
436,436,858265,2023-02-26,109,4,False,2022,104,10,18,Minnesota Timberwolves,Minnesota Timberwolves,Golden State Warriors
437,437,858284,2023-02-28,121,4,False,2022,109,15,14,Los Angeles Lakers,Los Angeles Lakers,Memphis Grizzlies
438,438,858289,2023-03-01,96,4,False,2022,119,16,23,Philadelphia 76ers,Philadelphia 76ers,Miami Heat
439,439,858304,2023-03-03,104,4,False,2022,125,5,24,Phoenix Suns,Phoenix Suns,Chicago Bulls
440,440,858318,2023-03-05,129,4,False,2022,119,21,29,Utah Jazz,Utah Jazz,Oklahoma City Thunder
441,441,858327,2023-03-06,118,4,False,2022,113,8,28,Toronto Raptors,Toronto Raptors,Denver Nuggets
442,442,858334,2023-03-07,94,4,False,2022,117,18,23,Philadelphia 76ers,Philadelphia 76ers,Minnesota Timberwolves
443,443,858340,2023-03-08,113,4,False,2022,106,19,7,Dallas Mavericks,Dallas Mavericks,New Orleans Pelicans
444,444,858367,2023-03-11,112,4,False,2022,108,15,7,Dallas Mavericks,Dallas Mavericks,Memphis Grizzlies
445,445,858373,2023-03-12,108,4,False,2022,112,14,20,New York Knicks,New York Knicks,Los Angeles Lakers
446,446,858375,2023-03-13,123,4,False,2022,112,10,24,Phoenix Suns,Phoenix Suns,Golden State Warriors
447,447,858391,2023-03-15,114,4,False,2022,110,11,14,Los Angeles Lakers,Los Angeles Lakers,Houston Rockets
448,448,858403,2023-03-17,112,4,False,2022,126,25,2,Boston Celtics,Boston Celtics,Portland Trail Blazers
449,449,858410,2023-03-18,118,4,False,2022,132,30,26,Sacramento Kings,Sacramento Kings,Washington Wizards
450,450,857446,2022-10-30,114,4,False,2022,105,7,22,Orlando Magic,Orlando Magic,Dallas Mavericks
451,451,857476,2022-11-04,86,4,False,2022,128,30,3,Brooklyn Nets,Brooklyn Nets,Washington Wizards
452,452,857426,2022-10-28,90,4,False,2022,112,28,23,Philadelphia 76ers,Philadelphia 76ers,Toronto Raptors
453,453,857436,2022-10-29,109,4,False,2022,114,5,23,Philadelphia 76ers,Philadelphia 76ers,Chicago Bulls
454,454,857460,2022-11-01,116,4,False,2022,107,24,18,Minnesota Timberwolves,Minnesota Timberwolves,Phoenix Suns
455,455,857470,2022-11-02,99,4,False,2022,112,20,1,Atlanta Hawks,Atlanta Hawks,New York Knicks
456,456,857489,2022-11-05,126,4,False,2022,101,8,27,San Antonio Spurs,San Antonio Spurs,Denver Nuggets
457,457,857510,2022-11-07,139,4,False,2022,116,29,14,Los Angeles Lakers,Los Angeles Lakers,Utah Jazz
458,458,857583,2022-11-18,121,4,False,2022,110,15,21,Oklahoma City Thunder,Oklahoma City Thunder,Memphis Grizzlies
459,459,857503,2022-11-07,117,4,False,2022,98,1,17,Milwaukee Bucks,Milwaukee Bucks,Atlanta Hawks
460,460,857515,2022-11-09,95,4,False,2022,105,4,25,Portland Trail Blazers,Portland Trail Blazers,Charlotte Hornets
461,461,857534,2022-11-11,114,4,False,2022,103,15,18,Minnesota Timberwolves,Minnesota Timberwolves,Memphis Grizzlies
462,462,857540,2022-11-12,108,4,False,2022,117,9,2,Boston Celtics,Boston Celtics,Detroit Pistons
463,463,857573,2022-11-16,92,4,False,2022,101,7,11,Houston Rockets,Houston Rockets,Dallas Mavericks
464,464,857590,2022-11-19,113,4,False,2022,118,25,29,Utah Jazz,Utah Jazz,Portland Trail Blazers
465,465,857647,2022-11-27,123,4,False,2022,127,20,15,Memphis Grizzlies,Memphis Grizzlies,New York Knicks
466,466,857597,2022-11-20,127,4,False,2022,115,3,15,Memphis Grizzlies,Memphis Grizzlies,Brooklyn Nets
467,467,857607,2022-11-21,119,4,False,2022,111,17,25,Portland Trail Blazers,Portland Trail Blazers,Milwaukee Bucks
468,468,857620,2022-11-23,125,4,False,2022,112,2,7,Dallas Mavericks,Dallas Mavericks,Boston Celtics
469,469,857628,2022-11-25,110,4,False,2022,107,16,30,Washington Wizards,Washington Wizards,Miami Heat
470,470,857671,2022-11-30,119,4,False,2022,111,21,27,San Antonio Spurs,San Antonio Spurs,Oklahoma City Thunder
471,471,857653,2022-11-28,140,4,False,2022,105,2,4,Charlotte Hornets,Charlotte Hornets,Boston Celtics
472,472,857708,2022-12-05,101,4,False,2022,93,15,16,Miami Heat,Miami Heat,Memphis Grizzlies
473,473,857682,2022-12-02,121,4,False,2022,122,24,11,Houston Rockets,Houston Rockets,Phoenix Suns
474,474,857703,2022-12-04,112,4,False,2022,122,9,15,Memphis Grizzlies,Memphis Grizzlies,Detroit Pistons
475,475,857742,2022-12-10,144,4,False,2022,115,5,7,Dallas Mavericks,Dallas Mavericks,Chicago Bulls
476,476,857726,2022-12-07,115,4,False,2022,111,5,30,Washington Wizards,Washington Wizards,Chicago Bulls
