,Unnamed: 0,id,date,home_team_score,period,postseason,season,visitor_team_score,home_team_id,visitor_team_id,visitor_team_name,visitor_team_name,home_team_name
477,477,857734,2022-12-09,120,4,False,2022,116,3,1,Atlanta Hawks,Atlanta Hawks,Brooklyn Nets
478,478,857752,2022-12-11,111,4,False,2022,99,22,28,Toronto Raptors,Toronto Raptors,Orlando Magic
479,479,857756,2022-12-12,133,4,False,2022,112,25,18,Minnesota Timberwolves,Minnesota Timberwolves,Portland Trail Blazers
480,480,857789,2022-12-16,118,4,False,2022,106,23,10,Golden State Warriors,Golden State Warriors,Philadelphia 76ers
481,481,857772,2022-12-14,108,4,False,2022,110,21,16,Miami Heat,Miami Heat,Oklahoma City Thunder
482,482,857809,2022-12-19,119,4,False,2022,128,19,17,Milwaukee Bucks,Milwaukee Bucks,New Orleans Pelicans
483,483,857796,2022-12-17,123,4,False,2022,97,17,29,Utah Jazz,Utah Jazz,Milwaukee Bucks
484,484,857799,2022-12-18,119,4,False,2022,115,8,4,Charlotte Hornets,Charlotte Hornets,Denver Nuggets
485,485,857825,2022-12-21,110,4,False,2022,116,11,22,Orlando Magic,Orlando Magic,Houston Rockets
486,486,857871,2022-12-28,127,4,False,2022,102,30,24,Phoenix Suns,Phoenix Suns,Washington Wizards
487,487,857837,2022-12-23,117,4,False,2022,118,20,5,Chicago Bulls,Chicago Bulls,New York Knicks
488,488,857866,2022-12-27,106,4,False,2022,113,26,8,Denver Nuggets,Denver Nuggets,Sacramento Kings
489,489,857906,2023-01-02,122,4,False,2022,114,12,28,Toronto Raptors,Toronto Raptors,Indiana Pacers
490,490,857878,2022-12-29,129,4,False,2022,114,7,11,Houston Rockets,Houston Rockets,Dallas Mavericks
491,491,857885,2022-12-30,127,4,False,2022,116,19,23,Philadelphia 76ers,Philadelphia 76ers,New Orleans Pelicans
492,492,857897,2022-12-31,88,4,False,2022,108,11,20,New York Knicks,New York Knicks,Houston Rockets
493,493,857947,2023-01-07,101,4,False,2022,115,10,22,Orlando Magic,Orlando Magic,Golden State Warriors
494,494,857943,2023-01-06,121,4,False,2022,108,8,6,Cleveland Cavaliers,Cleveland Cavaliers,Denver Nuggets
495,495,857974,2023-01-11,135,4,False,2022,115,26,11,Houston Rockets,Houston Rockets,Sacramento Kings
496,496,857951,2023-01-08,101,4,False,2022,102,16,3,Brooklyn Nets,Brooklyn Nets,Miami Heat
497,497,857982,2023-01-12,115,6,False,2022,119,14,7,Dallas Mavericks,Dallas Mavericks,Los Angeles Lakers
498,498,857987,2023-01-13,108,4,False,2022,112,30,20,New York Knicks,New York Knicks,Washington Wizards
499,499,857995,2023-01-14,112,4,False,2022,130,12,15,Memphis Grizzlies,Memphis Grizzlies,Indiana Pacers
500,500,858011,2023-01-16,121,4,False,2022,113,1,16,Miami Heat,Miami Heat,Atlanta Hawks
501,501,858002,2023-01-15,132,4,False,2022,118,5,10,Golden State Warriors,Golden State Warriors,Chicago Bulls
502,502,858027,2023-01-18,126,4,False,2022,103,29,13,LA Clippers,LA Clippers,Utah Jazz
503,503,858033,2023-01-19,117,4,False,2022,112,24,3,Brooklyn Nets,Brooklyn Nets,Phoenix Suns
504,504,858148,2023-02-04,128,4,False,2022,108,8,1,Atlanta Hawks,Atlanta Hawks,Denver Nuggets
505,505,858190,2023-02-10,128,4,False,2022,107,15,18,Minnesota Timberwolves,Minnesota Timberwolves,Memphis Grizzlies
506,506,858199,2023-02-10,106,4,False,2022,119,13,17,Milwaukee Bucks,Milwaukee Bucks,LA Clippers
507,507,858200,2023-02-11,98,4,False,2022,101,3,23,Philadelphia 76ers,Philadelphia 76ers,Brooklyn Nets
508,508,858221,2023-02-13,127,4,False,2022,115,25,14,Los Angeles Lakers,Los Angeles Lakers,Portland Trail Blazers
509,509,858222,2023-02-14,123,4,False,2022,113,28,22,Orlando Magic,Orlando Magic,Toronto Raptors
510,510,858228,2023-02-15,127,4,False,2022,109,2,9,Detroit Pistons,Detroit Pistons,Boston Celtics
511,511,858278,2023-02-28,101,4,False,2022,108,13,18,Minnesota Timberwolves,Minnesota Timberwolves,LA Clippers
512,512,858301,2023-03-03,102,4,False,2022,110,14,18,Minnesota Timberwolves,Minnesota Timberwolves,Los Angeles Lakers
513,513,858359,2023-03-11,119,4,False,2022,128,24,26,Sacramento Kings,Sacramento Kings,Phoenix Suns
514,514,858438,2023-03-22,122,4,False,2022,111,14,24,Phoenix Suns,Phoenix Suns,Los Angeles Lakers
515,515,858451,2023-03-24,116,4,False,2022,111,14,21,Oklahoma City Thunder,Oklahoma City Thunder,Los Angeles Lakers
516,516,858491,2023-03-29,80,4,False,2022,120,25,26,Sacramento Kings,Sacramento Kings,Portland Trail Blazers
517,517,858512,2023-03-31,130,4,False,2022,115,10,27,San Antonio Spurs,San Antonio Spurs,Golden State Warriors
518,518,858074,2023-01-25,95,4,False,2022,113,26,28,Toronto Raptors,Toronto Raptors,Sacramento Kings
519,519,858124,2023-02-01,131,4,False,2022,128,29,28,Toronto Raptors,Toronto Raptors,Utah Jazz
520,520,858095,2023-01-28,108,4,False,2022,100,29,7,Dallas Mavericks,Dallas Mavericks,Utah Jazz
521,521,858105,2023-01-28,105,4,False,2022,123,25,28,Toronto Raptors,Toronto Raptors,Portland Trail Blazers
522,522,858111,2023-01-30,120,4,False,2022,128,21,10,Golden State Warriors,Golden State Warriors,Oklahoma City Thunder
523,523,858517,2023-04-02,128,4,False,2022,107,5,15,Memphis Grizzlies,Memphis Grizzlies,Chicago Bulls
524,524,858527,2023-04-02,115,4,False,2022,105,6,12,Indiana Pacers,Indiana Pacers,Cleveland Cavaliers
525,525,858531,2023-04-04,113,4,False,2022,117,22,6,Cleveland Cavaliers,Cleveland Cavaliers,Orlando Magic
526,526,857434,2022-10-28,125,4,False,2022,111,25,11,Houston Rockets,Houston Rockets,Portland Trail Blazers
527,527,857435,2022-10-29,119,4,False,2022,113,26,16,Miami Heat,Miami Heat,Sacramento Kings
528,528,857443,2022-10-30,124,4,False,2022,109,24,11,Houston Rockets,Houston Rockets,Phoenix Suns
529,529,857508,2022-11-07,109,4,False,2022,115,27,8,Denver Nuggets,Denver Nuggets,San Antonio Spurs
530,530,857461,2022-11-02,116,4,False,2022,91,17,9,Detroit Pistons,Detroit Pistons,Milwaukee Bucks
531,531,857471,2022-11-02,120,5,False,2022,117,14,19,New Orleans Pelicans,New Orleans Pelicans,Los Angeles Lakers
532,532,857472,2022-11-03,130,4,False,2022,129,22,10,Golden State Warriors,Golden State Warriors,Orlando Magic
533,533,857474,2022-11-04,101,4,False,2022,99,12,16,Miami Heat,Miami Heat,Indiana Pacers
534,534,857484,2022-11-04,106,4,False,2022,108,24,25,Portland Trail Blazers,Portland Trail Blazers,Phoenix Suns
535,535,857487,2022-11-05,94,4,False,2022,98,4,3,Brooklyn Nets,Brooklyn Nets,Charlotte Hornets
536,536,857513,2022-11-09,128,4,False,2022,112,2,9,Detroit Pistons,Detroit Pistons,Boston Celtics
537,537,857498,2022-11-07,111,4,False,2022,97,5,28,Toronto Raptors,Toronto Raptors,Chicago Bulls
538,538,857526,2022-11-10,117,5,False,2022,112,16,4,Charlotte Hornets,Charlotte Hornets,Miami Heat
539,539,857523,2022-11-09,122,5,False,2022,124,27,15,Memphis Grizzlies,Memphis Grizzlies,San Antonio Spurs
540,540,857530,2022-11-11,132,4,False,2022,113,21,28,Toronto Raptors,Toronto Raptors,Oklahoma City Thunder
541,541,857547,2022-11-13,103,4,False,2022,126,5,8,Denver Nuggets,Denver Nuggets,Chicago Bulls
542,542,857542,2022-11-12,119,4,False,2022,106,19,11,Houston Rockets,Houston Rockets,New Orleans Pelicans
543,543,857554,2022-11-14,132,4,False,2022,95,10,27,San Antonio Spurs,San Antonio Spurs,Golden State Warriors
544,544,857589,2022-11-19,124,5,False,2022,122,1,28,Toronto Raptors,Toronto Raptors,Atlanta Hawks
545,545,857565,2022-11-16,124,4,False,2022,110,19,5,Chicago Bulls,Chicago Bulls,New Orleans Pelicans
546,546,857588,2022-11-18,128,4,False,2022,121,14,9,Detroit Pistons,Detroit Pistons,Los Angeles Lakers
547,547,857594,2022-11-20,113,4,False,2022,87,6,16,Miami Heat,Miami Heat,Cleveland Cavaliers
548,548,857615,2022-11-23,113,4,False,2022,118,17,5,Chicago Bulls,Chicago Bulls,Milwaukee Bucks
549,549,857602,2022-11-21,121,4,False,2022,114,13,29,Utah Jazz,Utah Jazz,LA Clippers
550,550,857624,2022-11-23,116,4,False,2022,125,29,9,Detroit Pistons,Detroit Pistons,Utah Jazz
551,551,857626,2022-11-25,99,4,False,2022,107,22,23,Philadelphia 76ers,Philadelphia 76ers,Orlando Magic
552,552,857636,2022-11-25,108,4,False,2022,102,24,9,Detroit Pistons,Detroit Pistons,Phoenix Suns
553,553,857640,2022-11-26,113,4,False,2022,112,24,29,Utah Jazz,Utah Jazz,Phoenix Suns
554,554,857658,2022-11-28,117,4,False,2022,122,26,24,Phoenix Suns,Phoenix Suns,Sacramento Kings
555,555,857644,2022-11-27,98,4,False,2022,106,1,16,Miami Heat,Miami Heat,Atlanta Hawks
556,556,857677,2022-11-30,125,4,False,2022,112,29,13,LA Clippers,LA Clippers,Utah Jazz
557,557,857666,2022-11-30,113,4,False,2022,107,3,30,Washington Wizards,Washington Wizards,Brooklyn Nets
558,558,857690,2022-12-02,119,4,False,2022,111,10,5,Chicago Bulls,Chicago Bulls,Golden State Warriors
559,559,857691,2022-12-03,100,4,False,2022,121,20,7,Dallas Mavericks,Dallas Mavericks,New York Knicks
560,560,857680,2022-12-02,116,5,False,2022,120,2,16,Miami Heat,Miami Heat,Boston Celtics
561,561,857769,2022-12-14,99,4,False,2022,88,13,18,Minnesota Timberwolves,Minnesota Timberwolves,LA Clippers
562,562,857698,2022-12-04,110,4,False,2022,101,26,5,Chicago Bulls,Chicago Bulls,Sacramento Kings
563,563,857707,2022-12-05,104,4,False,2022,112,10,12,Indiana Pacers,Indiana Pacers,Golden State Warriors
564,564,857727,2022-12-07,98,4,False,2022,125,24,2,Boston Celtics,Boston Celtics,Phoenix Suns
565,565,857717,2022-12-07,126,4,False,2022,113,17,26,Sacramento Kings,Sacramento Kings,Milwaukee Bucks
566,566,857728,2022-12-08,115,4,False,2022,110,16,13,LA Clippers,LA Clippers,Miami Heat
567,567,857731,2022-12-09,113,4,False,2022,109,22,28,Toronto Raptors,Toronto Raptors,Orlando Magic
568,568,857783,2022-12-16,126,4,False,2022,108,14,8,Denver Nuggets,Denver Nuggets,Los Angeles Lakers
569,569,857830,2022-12-21,126,4,False,2022,105,13,4,Charlotte Hornets,Charlotte Hornets,LA Clippers
570,570,857833,2022-12-23,119,4,False,2022,114,23,13,LA Clippers,LA Clippers,Philadelphia 76ers
571,571,857831,2022-12-22,126,4,False,2022,117,19,27,San Antonio Spurs,San Antonio Spurs,New Orleans Pelicans
572,572,857864,2022-12-27,130,4,False,2022,114,21,27,San Antonio Spurs,San Antonio Spurs,Oklahoma City Thunder
573,573,857843,2022-12-23,120,4,False,2022,107,8,25,Portland Trail Blazers,Portland Trail Blazers,Denver Nuggets
574,574,857848,2022-12-25,123,4,False,2022,109,10,15,Memphis Grizzlies,Memphis Grizzlies,Golden State Warriors
575,575,857853,2022-12-26,113,4,False,2022,93,19,12,Indiana Pacers,Indiana Pacers,New Orleans Pelicans
576,576,857895,2022-12-31,123,4,False,2022,126,29,16,Miami Heat,Miami Heat,Utah Jazz
577,577,857869,2022-12-28,119,4,False,2022,118,19,18,Minnesota Timberwolves,Minnesota Timberwolves,New Orleans Pelicans
578,578,857883,2022-12-30,118,4,False,2022,112,10,25,Portland Trail Blazers,Portland Trail Blazers,Golden State Warriors
579,579,857914,2023-01-02,100,4,False,2022,110,13,16,Miami Heat,Miami Heat,LA Clippers
580,580,857934,2023-01-06,109,4,False,2022,138,17,4,Charlotte Hornets,Charlotte Hornets,Milwaukee Bucks
581,581,857904,2023-01-02,143,6,False,2022,141,10,1,Atlanta Hawks,Atlanta Hawks,Golden State Warriors
582,582,857915,2023-01-03,123,4,False,2022,113,17,30,Washington Wizards,Washington Wizards,Milwaukee Bucks
583,583,857919,2023-01-04,126,4,False,2022,115,22,21,Oklahoma City Thunder,Oklahoma City Thunder,Orlando Magic
584,584,857928,2023-01-04,112,4,False,2022,109,14,16,Miami Heat,Miami Heat,Los Angeles Lakers
585,585,857930,2023-01-05,95,4,False,2022,124,7,2,Boston Celtics,Boston Celtics,Dallas Mavericks
586,586,857944,2023-01-06,130,4,False,2022,114,14,1,Atlanta Hawks,Atlanta Hawks,Los Angeles Lakers
587,587,857945,2023-01-07,116,4,False,2022,121,27,2,Boston Celtics,Boston Celtics,San Antonio Spurs
588,588,857950,2023-01-08,123,4,False,2022,118,15,29,Utah Jazz,Utah Jazz,Memphis Grizzlies
589,589,858010,2023-01-16,140,4,False,2022,132,14,11,Houston Rockets,Houston Rockets,Los Angeles Lakers
590,590,858023,2023-01-18,111,4,False,2022,116,14,26,Sacramento Kings,Sacramento Kings,Los Angeles Lakers
591,591,858152,2023-02-04,119,4,False,2022,113,10,7,Dallas Mavericks,Dallas Mavericks,Golden State Warriors
592,592,858179,2023-02-08,104,4,False,2022,110,13,7,Dallas Mavericks,Dallas Mavericks,LA Clippers
593,593,858189,2023-02-10,97,4,False,2022,95,16,11,Houston Rockets,Houston Rockets,Miami Heat
594,594,858227,2023-02-15,120,4,False,2022,102,14,19,New Orleans Pelicans,New Orleans Pelicans,Los Angeles Lakers
595,595,858240,2023-02-23,142,4,False,2022,116,7,27,San Antonio Spurs,San Antonio Spurs,Dallas Mavericks
596,596,858264,2023-02-26,134,5,False,2022,124,8,13,LA Clippers,LA Clippers,Denver Nuggets
597,597,858277,2023-02-28,94,4,False,2022,102,29,27,San Antonio Spurs,San Antonio Spurs,Utah Jazz
598,598,858287,2023-03-01,110,4,False,2022,121,25,19,New Orleans Pelicans,New Orleans Pelicans,Portland Trail Blazers
599,599,858300,2023-03-03,128,4,False,2022,127,26,13,LA Clippers,LA Clippers,Sacramento Kings
600,600,858316,2023-03-05,129,6,False,2022,131,2,20,New York Knicks,New York Knicks,Boston Celtics
601,601,858358,2023-03-11,125,5,False,2022,116,10,17,Milwaukee Bucks,Milwaukee Bucks,Golden State Warriors
602,602,858452,2023-03-24,96,4,False,2022,124,25,5,Chicago Bulls,Chicago Bulls,Portland Trail Blazers
603,603,858467,2023-03-26,96,4,False,2022,99,10,18,Minnesota Timberwolves,Minnesota Timberwolves,Golden State Warriors
604,604,858490,2023-03-29,107,4,False,2022,100,24,18,Minnesota Timberwolves,Minnesota Timberwolves,Phoenix Suns
605,605,858502,2023-03-31,108,4,False,2022,94,15,13,LA Clippers,LA Clippers,Memphis Grizzlies
606,606,858518,2023-04-02,109,4,False,2022,134,11,14,Los Angeles Lakers,Los Angeles Lakers,Houston Rockets
607,607,858530,2023-04-04,124,4,False,2022,103,11,8,Denver Nuggets,Denver Nuggets,Houston Rockets
608,608,858541,2023-04-04,136,4,False,2022,125,10,21,Oklahoma City Thunder,Oklahoma City Thunder,Golden State Warriors
609,609,858543,2023-04-05,108,4,False,2022,123,9,3,Brooklyn Nets,Brooklyn Nets,Detroit Pistons
610,610,858556,2023-04-07,114,4,False,2022,137,17,15,Memphis Grizzlies,Memphis Grizzlies,Milwaukee Bucks
611,611,858571,2023-04-09,117,4,False,2022,138,7,27,San Antonio Spurs,San Antonio Spurs,Dallas Mavericks
612,612,858581,2023-04-09,109,4,False,2022,95,8,26,Sacramento Kings,Sacramento Kings,Denver Nuggets
613,613,858096,2023-01-28,125,5,False,2022,121,2,14,Los Angeles Lakers,Los Angeles Lakers,Boston Celtics
614,614,858139,2023-02-03,108,4,False,2022,115,29,1,Atlanta Hawks,Atlanta Hawks,Utah Jazz
615,615,858123,2023-02-01,100,4,False,2022,132,24,1,Atlanta Hawks,Atlanta Hawks,Phoenix Suns
616,616,857475,2022-11-04,102,4,False,2022,115,18,17,Milwaukee Bucks,Milwaukee Bucks,Minnesota Timberwolves
617,617,857425,2022-10-28,129,4,False,2022,124,27,5,Chicago Bulls,Chicago Bulls,San Antonio Spurs
618,618,857696,2022-12-03,121,4,False,2022,108,28,22,Orlando Magic,Orlando Magic,Toronto Raptors
619,619,857364,2022-10-19,115,4,False,2022,108,18,21,Oklahoma City Thunder,Oklahoma City Thunder,Minnesota Timberwolves
620,620,857421,2022-10-27,110,4,False,2022,125,26,15,Memphis Grizzlies,Memphis Grizzlies,Sacramento Kings
621,621,857462,2022-11-02,106,4,False,2022,111,25,15,Memphis Grizzlies,Memphis Grizzlies,Portland Trail Blazers
622,622,857531,2022-11-11,106,4,False,2022,101,10,6,Cleveland Cavaliers,Cleveland Cavaliers,Golden State Warriors
623,623,857485,2022-11-04,116,4,False,2022,130,14,29,Utah Jazz,Utah Jazz,Los Angeles Lakers
624,624,857486,2022-11-05,123,5,False,2022,126,22,26,Sacramento Kings,Sacramento Kings,Orlando Magic
625,625,857541,2022-11-12,132,4,False,2022,115,16,4,Charlotte Hornets,Charlotte Hornets,Miami Heat
626,626,857663,2022-11-29,112,4,False,2022,118,25,13,LA Clippers,LA Clippers,Portland Trail Blazers
627,627,857546,2022-11-13,102,4,False,2022,92,30,15,Memphis Grizzlies,Memphis Grizzlies,Washington Wizards
628,628,857553,2022-11-14,106,4,False,2022,122,11,13,LA Clippers,LA Clippers,Houston Rockets
629,629,857509,2022-11-07,96,4,False,2022,94,7,3,Brooklyn Nets,Brooklyn Nets,Dallas Mavericks
630,630,857768,2022-12-14,141,4,False,2022,128,8,30,Washington Wizards,Washington Wizards,Denver Nuggets
631,631,857560,2022-11-15,153,4,False,2022,121,26,3,Brooklyn Nets,Brooklyn Nets,Sacramento Kings
632,632,857614,2022-11-23,126,5,False,2022,131,21,8,Denver Nuggets,Denver Nuggets,Oklahoma City Thunder
633,633,857625,2022-11-23,124,4,False,2022,107,10,13,LA Clippers,LA Clippers,Golden State Warriors
634,634,857499,2022-11-07,107,4,False,2022,110,16,25,Portland Trail Blazers,Portland Trail Blazers,Miami Heat
635,635,857514,2022-11-09,94,4,False,2022,87,22,7,Dallas Mavericks,Dallas Mavericks,Orlando Magic
636,636,857667,2022-11-30,134,4,False,2022,121,2,16,Miami Heat,Miami Heat,Boston Celtics
637,637,857566,2022-11-16,112,4,False,2022,104,28,16,Miami Heat,Miami Heat,Toronto Raptors
638,638,857579,2022-11-18,109,4,False,2022,117,19,2,Boston Celtics,Boston Celtics,New Orleans Pelicans
639,639,857718,2022-12-07,124,4,False,2022,123,29,10,Golden State Warriors,Golden State Warriors,Utah Jazz
640,640,857627,2022-11-25,110,4,False,2022,108,4,18,Minnesota Timberwolves,Minnesota Timberwolves,Charlotte Hornets
641,641,857637,2022-11-25,129,4,False,2022,118,10,29,Utah Jazz,Utah Jazz,Golden State Warriors
642,642,857641,2022-11-26,118,4,False,2022,105,11,21,Oklahoma City Thunder,Oklahoma City Thunder,Houston Rockets
643,643,857806,2022-12-19,119,4,False,2022,125,26,4,Charlotte Hornets,Charlotte Hornets,Sacramento Kings
644,644,857645,2022-11-27,114,4,False,2022,100,13,12,Indiana Pacers,Indiana Pacers,LA Clippers
645,645,857659,2022-11-28,107,4,False,2022,114,29,5,Chicago Bulls,Chicago Bulls,Utah Jazz
646,646,857844,2022-12-23,100,4,False,2022,125,24,15,Memphis Grizzlies,Memphis Grizzlies,Phoenix Suns
647,647,857782,2022-12-16,91,4,False,2022,114,5,20,New York Knicks,New York Knicks,Chicago Bulls
648,648,857676,2022-11-30,137,4,False,2022,114,26,12,Indiana Pacers,Indiana Pacers,Sacramento Kings
649,649,857865,2022-12-27,108,4,False,2022,125,15,24,Phoenix Suns,Phoenix Suns,Memphis Grizzlies
650,650,857681,2022-12-02,117,4,False,2022,109,1,8,Denver Nuggets,Denver Nuggets,Atlanta Hawks
651,651,857732,2022-12-09,105,4,False,2022,106,7,17,Milwaukee Bucks,Milwaukee Bucks,Dallas Mavericks
652,652,857931,2023-01-05,115,4,False,2022,123,22,15,Memphis Grizzlies,Memphis Grizzlies,Orlando Magic
653,653,857834,2022-12-23,125,5,False,2022,128,21,19,New Orleans Pelicans,New Orleans Pelicans,Oklahoma City Thunder
654,654,857847,2022-12-25,139,4,False,2022,118,2,17,Milwaukee Bucks,Milwaukee Bucks,Boston Celtics
655,655,857820,2022-12-21,101,4,False,2022,98,21,25,Portland Trail Blazers,Portland Trail Blazers,Oklahoma City Thunder
656,656,857884,2022-12-30,124,4,False,2022,119,8,16,Miami Heat,Miami Heat,Denver Nuggets
657,657,857905,2023-01-02,124,4,False,2022,111,18,8,Denver Nuggets,Denver Nuggets,Minnesota Timberwolves
658,658,857852,2022-12-26,118,4,False,2022,133,5,11,Houston Rockets,Houston Rockets,Chicago Bulls
659,659,857918,2023-01-04,121,4,False,2022,112,5,3,Brooklyn Nets,Brooklyn Nets,Chicago Bulls
660,660,857920,2023-01-04,113,4,False,2022,106,18,25,Portland Trail Blazers,Portland Trail Blazers,Minnesota Timberwolves
661,661,857870,2022-12-28,119,5,False,2022,113,5,17,Milwaukee Bucks,Milwaukee Bucks,Chicago Bulls
662,662,857896,2022-12-31,96,4,False,2022,115,21,23,Philadelphia 76ers,Philadelphia 76ers,Oklahoma City Thunder
663,663,857929,2023-01-04,117,4,False,2022,120,26,1,Atlanta Hawks,Atlanta Hawks,Sacramento Kings
664,664,857941,2023-01-06,108,4,False,2022,112,28,20,New York Knicks,New York Knicks,Toronto Raptors
665,665,858161,2023-02-05,108,4,False,2022,97,20,23,Philadelphia 76ers,Philadelphia 76ers,New York Knicks
666,666,858166,2023-02-06,111,4,False,2022,124,29,7,Dallas Mavericks,Dallas Mavericks,Utah Jazz
667,667,858171,2023-02-07,116,4,False,2022,107,19,1,Atlanta Hawks,Atlanta Hawks,New Orleans Pelicans
668,668,858183,2023-02-08,106,4,False,2022,99,2,23,Philadelphia 76ers,Philadelphia 76ers,Boston Celtics
669,669,858185,2023-02-09,116,4,False,2022,107,1,24,Phoenix Suns,Phoenix Suns,Atlanta Hawks
670,670,858204,2023-02-11,126,4,False,2022,120,20,29,Utah Jazz,Utah Jazz,New York Knicks
671,671,858215,2023-02-13,123,4,False,2022,104,23,11,Houston Rockets,Houston Rockets,Philadelphia 76ers
672,672,858234,2023-02-15,133,4,False,2022,96,21,11,Houston Rockets,Houston Rockets,Oklahoma City Thunder
673,673,858242,2023-02-23,110,4,False,2022,105,23,15,Memphis Grizzlies,Memphis Grizzlies,Philadelphia 76ers
674,674,858252,2023-02-24,124,4,False,2022,115,24,21,Oklahoma City Thunder,Oklahoma City Thunder,Phoenix Suns
675,675,858262,2023-02-25,128,4,False,2022,106,20,19,New Orleans Pelicans,New Orleans Pelicans,New York Knicks
676,676,858270,2023-02-26,118,4,False,2022,93,6,28,Toronto Raptors,Toronto Raptors,Cleveland Cavaliers
677,677,858274,2023-02-27,93,4,False,2022,101,19,22,Orlando Magic,Orlando Magic,New Orleans Pelicans
678,678,858279,2023-02-28,112,4,False,2022,133,11,8,Denver Nuggets,Denver Nuggets,Houston Rockets
679,679,858290,2023-03-01,117,4,False,2022,113,2,6,Cleveland Cavaliers,Cleveland Cavaliers,Boston Celtics
680,680,858298,2023-03-02,115,4,False,2022,91,10,13,LA Clippers,LA Clippers,Golden State Warriors
681,681,858305,2023-03-03,120,4,False,2022,122,16,20,New York Knicks,New York Knicks,Miami Heat
682,682,858310,2023-03-04,130,4,False,2022,133,17,23,Philadelphia 76ers,Philadelphia 76ers,Milwaukee Bucks
683,683,858321,2023-03-05,142,4,False,2022,110,11,27,San Antonio Spurs,San Antonio Spurs,Houston Rockets
684,684,858325,2023-03-06,111,4,False,2022,117,30,17,Milwaukee Bucks,Milwaukee Bucks,Washington Wizards
685,685,858331,2023-03-07,105,4,False,2022,112,20,4,Charlotte Hornets,Charlotte Hornets,New York Knicks
686,686,858339,2023-03-08,100,4,False,2022,104,16,6,Cleveland Cavaliers,Cleveland Cavaliers,Miami Heat
687,687,858349,2023-03-09,131,4,False,2022,110,15,10,Golden State Warriors,Golden State Warriors,Memphis Grizzlies
688,688,858361,2023-03-11,115,4,False,2022,121,9,12,Indiana Pacers,Indiana Pacers,Detroit Pistons
689,689,857439,2022-10-29,124,4,False,2022,123,29,15,Memphis Grizzlies,Memphis Grizzlies,Utah Jazz
690,690,857479,2022-11-04,123,4,False,2022,119,2,5,Chicago Bulls,Chicago Bulls,Boston Celtics
691,691,857444,2022-10-30,128,4,False,2022,114,9,10,Golden State Warriors,Golden State Warriors,Detroit Pistons
692,692,857451,2022-10-31,116,4,False,2022,109,3,12,Indiana Pacers,Indiana Pacers,Brooklyn Nets
693,693,857497,2022-11-06,103,4,False,2022,97,15,30,Washington Wizards,Washington Wizards,Memphis Grizzlies
694,694,857491,2022-11-05,129,4,False,2022,117,18,11,Houston Rockets,Houston Rockets,Minnesota Timberwolves
695,695,857570,2022-11-16,101,4,False,2022,126,1,2,Boston Celtics,Boston Celtics,Atlanta Hawks
696,696,857501,2022-11-07,129,4,False,2022,122,12,19,New Orleans Pelicans,New Orleans Pelicans,Indiana Pacers
697,697,857522,2022-11-09,132,6,False,2022,136,21,17,Milwaukee Bucks,Milwaukee Bucks,Oklahoma City Thunder
698,698,858050,2023-01-21,127,4,False,2022,129,26,23,Philadelphia 76ers,Philadelphia 76ers,Sacramento Kings
699,699,858062,2023-01-23,147,4,False,2022,127,25,27,San Antonio Spurs,San Antonio Spurs,Portland Trail Blazers
700,700,858058,2023-01-22,98,4,False,2022,112,7,13,LA Clippers,LA Clippers,Dallas Mavericks
701,701,858099,2023-01-28,103,4,False,2022,113,19,30,Washington Wizards,Washington Wizards,New Orleans Pelicans
702,702,858080,2023-01-25,122,4,False,2022,120,10,15,Memphis Grizzlies,Memphis Grizzlies,Golden State Warriors
703,703,858112,2023-01-30,106,4,False,2022,127,27,30,Washington Wizards,Washington Wizards,San Antonio Spurs
704,704,858120,2023-01-31,122,4,False,2022,113,8,19,New Orleans Pelicans,New Orleans Pelicans,Denver Nuggets
705,705,858129,2023-02-01,112,4,False,2022,106,11,21,Oklahoma City Thunder,Oklahoma City Thunder,Houston Rockets
706,706,858138,2023-02-02,111,4,False,2022,106,7,19,New Orleans Pelicans,New Orleans Pelicans,Dallas Mavericks
707,707,858142,2023-02-03,94,4,False,2022,106,2,24,Phoenix Suns,Phoenix Suns,Boston Celtics
708,708,857535,2022-11-11,114,4,False,2022,120,14,26,Sacramento Kings,Sacramento Kings,Los Angeles Lakers
709,709,857544,2022-11-12,118,4,False,2022,104,12,28,Toronto Raptors,Toronto Raptors,Indiana Pacers
710,710,857548,2022-11-13,135,4,False,2022,145,20,21,Oklahoma City Thunder,Oklahoma City Thunder,New York Knicks
711,711,857555,2022-11-14,126,4,False,2022,122,2,21,Oklahoma City Thunder,Oklahoma City Thunder,Boston Celtics
712,712,857562,2022-11-15,111,4,False,2022,118,29,20,New York Knicks,New York Knicks,Utah Jazz
713,713,857582,2022-11-18,127,4,False,2022,99,7,8,Denver Nuggets,Denver Nuggets,Dallas Mavericks
714,714,857601,2022-11-20,123,4,False,2022,92,14,27,San Antonio Spurs,San Antonio Spurs,Los Angeles Lakers
715,715,857604,2022-11-21,105,4,False,2022,101,18,16,Miami Heat,Miami Heat,Minnesota Timberwolves
716,716,857611,2022-11-22,108,4,False,2022,110,8,9,Detroit Pistons,Detroit Pistons,Denver Nuggets
717,717,857630,2022-11-25,117,4,False,2022,102,17,6,Cleveland Cavaliers,Cleveland Cavaliers,Milwaukee Bucks
718,718,857619,2022-11-23,115,4,False,2022,106,1,26,Sacramento Kings,Sacramento Kings,Atlanta Hawks
719,719,857649,2022-11-27,103,4,False,2022,133,22,23,Philadelphia 76ers,Philadelphia 76ers,Orlando Magic
